obfuscated,deobfuscated
field_70929_i,timeWolfIsShaking
field_70935_b,customer
field_70936_c,recipeList
field_70937_a,theMerchantInventory
field_70952_f,isMating
field_70953_g,isPlaying
field_70954_d,villageObj
field_70955_e,randomTickDivider
field_70956_bz,wealth
field_70958_bB,villagerStockList
field_70959_by,needsInitilization
field_70960_bC,blacksmithSellingList
field_70961_j,timeUntilReset
field_70962_h,buyingPlayer
field_70963_i,buyingList
field_70976_f,ringBufferIndex
field_70977_g,dragonPartArray
field_70978_d,targetZ
field_70979_e,ringBuffer
field_70980_b,targetX
field_70981_c,targetY
field_70982_bz,dragonPartTail3
field_70983_bA,dragonPartWing1
field_70984_by,dragonPartTail2
field_70985_j,dragonPartTail1
field_70986_h,dragonPartHead
field_70987_i,dragonPartBody
field_70988_bD,animTime
field_70989_bE,forceNewTarget
field_70990_bB,dragonPartWing2
field_70991_bC,prevAnimTime
field_70992_bH,healingEnderCrystal
field_70993_bI,target
field_70994_bF,slowed
field_70995_bG,deathTicks
field_71067_cb,experienceTotal
field_71068_ca,experienceLevel
field_71069_bz,inventoryContainer
field_71070_bA,openContainer
field_71071_by,inventory
field_71072_f,itemInUseCount
field_71073_d,startMinecartRidingCoordinate
field_71074_e,itemInUse
field_71075_bZ,capabilities
field_71076_b,sleepTimer
field_71077_c,spawnChunk
field_71078_a,theInventoryEnderChest
field_71080_cy,prevTimeInPortal
field_71081_bT,playerLocation
field_71083_bS,sleeping
field_71086_bY,timeInPortal
field_71087_bX,inPortal
field_71088_bW,timeUntilPortal
field_71090_bL,xpCooldown
field_71092_bJ,username
field_71093_bK,dimension
field_71100_bB,foodStats
field_71101_bC,flyToggleTimer
field_71102_ce,speedInAir
field_71104_cf,fishEntity
field_71106_cc,experience
field_71107_bF,prevCameraYaw
field_71108_cd,speedOnGround
field_71109_bG,cameraYaw
field_71129_f,loadedChunks
field_71130_g,destroyedItemsNetCache
field_71131_d,managedPosX
field_71132_e,managedPosZ
field_71133_b,mcServer
field_71134_c,theItemInWorldManager
field_71135_a,playerNetServerHandler
field_71136_j,playerConqueredTheEnd
field_71137_h,playerInventoryBeingManipulated
field_71138_i,ping
field_71139_cq,currentWindowId
field_71140_co,chatColours
field_71142_cm,renderDistance
field_71143_cn,chatVisibility
field_71144_ck,lastExperience
field_71145_cl,initialInvulnerability
field_71146_ci,lastFoodLevel
field_71147_cj,wasHungry
field_71148_cg,translator
field_71149_ch,lastHealth
field_71154_f,renderArmYaw
field_71155_g,renderArmPitch
field_71156_d,sprintToggleTimer
field_71157_e,sprintingTicksLeft
field_71158_b,movementInput
field_71159_c,mc
field_71163_h,prevRenderArmYaw
field_71164_i,prevRenderArmPitch
field_71169_cp,hasSetHealth
field_71170_cm,shouldStopSneaking
field_71171_cn,wasSneaking
field_71172_ck,oldRotationPitch
field_71173_cl,wasOnGround
field_71174_a,sendQueue
field_71175_ci,oldPosZ
field_71176_cj,oldRotationYaw
field_71177_cg,oldMinY
field_71178_ch,oldPosY
field_71179_j,oldPosX
field_71180_f,otherPlayerMPYaw
field_71181_g,otherPlayerMPPitch
field_71182_d,otherPlayerMPY
field_71183_e,otherPlayerMPZ
field_71184_b,otherPlayerMPPosRotationIncrements
field_71185_c,otherPlayerMPX
field_71186_a,isItemInUse
field_71280_D,buildLimit
field_71281_E,lastSentPacketID
field_71282_F,lastSentPacketSize
field_71283_G,lastReceivedID
field_71284_A,pvpEnabled
field_71285_B,allowFlight
field_71286_C,motd
field_71287_L,worldName
field_71288_M,isDemo
field_71289_N,enableBonusChest
field_71290_O,worldIsBeingDeleted
field_71291_H,lastReceivedSize
field_71292_I,serverKeyPair
field_71293_J,serverOwner
field_71294_K,folderName
field_71295_T,startProfiling
field_71296_Q,serverIsRunning
field_71297_P,texturePack
field_71298_S,userMessage
field_71299_R,timeOfLastWarning
field_71300_f,sentPacketCountArray
field_71301_g,sentPacketSizeArray
field_71302_d,currentTask
field_71303_e,percentDone
field_71304_b,theProfiler
field_71305_c,worldServers
field_71307_n,usageSnooper
field_71308_o,anvilFile
field_71309_l,mcServer
field_71310_m,anvilConverterForAnvilFile
field_71311_j,tickTimeArray
field_71312_k,timeOfLastDimensionTick
field_71313_h,receivedPacketCountArray
field_71314_i,receivedPacketSizeArray
field_71315_w,tickCounter
field_71316_v,serverStopped
field_71317_u,serverRunning
field_71318_t,serverConfigManager
field_71319_s,serverPort
field_71320_r,hostname
field_71321_q,commandManager
field_71322_p,tickables
field_71323_z,canSpawnNPCs
field_71324_y,canSpawnAnimals
field_71325_x,onlineMode
field_71335_s,guiIsEnabled
field_71336_r,networkThread
field_71337_q,gameType
field_71338_p,canSpawnStructures
field_71339_n,theRConThreadMain
field_71340_o,settings
field_71341_l,pendingCommandList
field_71342_m,theRConThreadQuery
field_71345_q,lanServerPing
field_71346_p,isPublic
field_71347_n,theServerListeningThread
field_71348_o,isGamePaused
field_71349_l,mc
field_71350_m,theWorldSettings
field_71412_D,mcDataDir
field_71413_E,statFileWriter
field_71414_F,isTakingScreenshot
field_71415_G,inGameHasFocus
field_71416_A,sndManager
field_71417_B,mouseHelper
field_71418_C,texturePackList
field_71419_L,debugUpdateTime
field_71420_M,fpsCounter
field_71421_N,prevFrameTime
field_71422_O,currentServerData
field_71423_H,systemTime
field_71424_I,mcProfiler
field_71425_J,running
field_71426_K,debug
field_71427_U,usageSnooper
field_71428_T,timer
field_71429_W,leftClickCounter
field_71430_V,downloadResourcesThread
field_71431_Q,fullscreen
field_71432_P,theMinecraft
field_71433_S,crashReporter
field_71434_R,hasCrashed
field_71435_Y,tempDisplayHeight
field_71436_X,tempDisplayWidth
field_71437_Z,theIntegratedServer
field_71438_f,renderGlobal
field_71439_g,thePlayer
field_71440_d,displayHeight
field_71441_e,theWorld
field_71442_b,playerController
field_71443_c,displayWidth
field_71444_a,memoryReserve
field_71445_n,isGamePaused
field_71446_o,renderEngine
field_71447_l,mcCanvas
field_71448_m,hideQuitButton
field_71449_j,session
field_71450_k,minecraftUri
field_71451_h,renderViewEntity
field_71452_i,effectRenderer
field_71453_ak,myNetworkManager
field_71454_w,skipRenderWorld
field_71455_al,integratedServerIsRunning
field_71456_v,ingameGUI
field_71457_ai,joinPlayerCounter
field_71458_u,guiAchievement
field_71459_aj,isDemo
field_71460_t,entityRenderer
field_71461_s,loadingScreen
field_71462_r,currentScreen
field_71463_am,minecraftDir
field_71464_q,standardGalacticFontRenderer
field_71465_an,debugProfilerName
field_71466_p,fontRenderer
field_71467_ac,rightClickDelayTimer
field_71468_ad,refreshTexturePacksScheduled
field_71469_aa,saveLoader
field_71470_ab,debugFPS
field_71473_z,mcApplet
field_71474_y,gameSettings
field_71475_ae,serverName
field_71476_x,objectMouseOver
field_71477_af,serverPort
field_71478_O,mainFrame
field_71481_b,mc
field_71482_c,mcThread
field_71483_a,mcCanvas
field_71486_a,theCrashReport
field_71488_a,theCrashReport
field_71490_a,theCrashReport
field_71492_a,theCrashReport
field_71494_a,theCrashReport
field_71496_a,theCrashReport
field_71510_d,crashReportFile
field_71511_b,cause
field_71512_c,crashReportSections
field_71513_a,description
field_71533_a,theAdmin
field_71545_a,IPv4Pattern
field_71550_b,startTicks
field_71551_a,startTime
field_71561_b,commandSet
field_71562_a,commandMap
field_71567_b,allowedCharactersArray
field_71568_a,allowedCharacters
field_71572_b,posY
field_71573_c,posZ
field_71574_a,posX
field_71576_a,theReportedExceptionCrashReport
field_71577_f,rotateRight
field_71578_g,rotateLeft
field_71579_d,facingToDirection
field_71580_e,rotateOpposite
field_71581_b,offsetZ
field_71582_c,directionToFacing
field_71583_a,offsetX
field_71584_h,bedDirection
field_71585_d,offsetsZForSide
field_71586_b,offsetsXForSide
field_71587_c,offsetsYForSide
field_71588_a,oppositeSide
field_71589_f,bc_pbe_sha512
field_71590_g,bc_pbe_sha224
field_71591_d,bc_pbe_sha256
field_71592_e,bc_pbe_sha384
field_71593_b,bc_pbe
field_71594_c,bc_pbe_sha1
field_71595_a,bc
field_71596_n,bc_pbe_sha1_pkcs12_aes256_cbc
field_71597_o,bc_pbe_sha256_pkcs12_aes128_cbc
field_71598_l,bc_pbe_sha1_pkcs12_aes128_cbc
field_71599_m,bc_pbe_sha1_pkcs12_aes192_cbc
field_71600_j,bc_pbe_sha256_pkcs5
field_71601_k,bc_pbe_sha256_pkcs12
field_71602_h,bc_pbe_sha1_pkcs5
field_71603_i,bc_pbe_sha1_pkcs12
field_71604_q,bc_pbe_sha256_pkcs12_aes256_cbc
field_71605_p,bc_pbe_sha256_pkcs12_aes192_cbc
field_71610_b,cache
field_71611_a,identifier
field_71613_D,digestAlgorithm
field_71614_E,md2
field_71615_F,md4
field_71616_G,md5
field_71617_A,encryptionAlgorithm
field_71618_B,des_EDE3_CBC
field_71619_C,RC2_CBC
field_71620_L,id_hmacWithSHA512
field_71621_M,data
field_71622_N,signedData
field_71623_O,envelopedData
field_71624_H,id_hmacWithSHA1
field_71625_I,id_hmacWithSHA224
field_71626_J,id_hmacWithSHA256
field_71627_K,id_hmacWithSHA384
field_71628_U,pkcs_9_at_unstructuredName
field_71629_T,pkcs_9_at_emailAddress
field_71630_W,pkcs_9_at_messageDigest
field_71631_V,pkcs_9_at_contentType
field_71632_Q,digestedData
field_71633_P,signedAndEnvelopedData
field_71634_S,pkcs_9
field_71635_R,encryptedData
field_71636_Y,pkcs_9_at_counterSignature
field_71637_X,pkcs_9_at_signingTime
field_71638_Z,pkcs_9_at_challengePassword
field_71639_f,sha1WithRSAEncryption
field_71640_g,srsaOAEPEncryptionSET
field_71641_d,md4WithRSAEncryption
field_71642_e,md5WithRSAEncryption
field_71643_b,rsaEncryption
field_71644_c,md2WithRSAEncryption
field_71645_a,pkcs_1
field_71646_n,sha512WithRSAEncryption
field_71647_o,sha224WithRSAEncryption
field_71648_l,sha256WithRSAEncryption
field_71649_m,sha384WithRSAEncryption
field_71650_j,id_pSpecified
field_71651_k,id_RSASSA_PSS
field_71652_h,id_RSAES_OAEP
field_71653_i,id_mgf1
field_71654_w,pbeWithSHA1AndDES_CBC
field_71655_v,pbeWithMD5AndRC2_CBC
field_71656_u,pbeWithMD5AndDES_CBC
field_71657_t,pbeWithMD2AndRC2_CBC
field_71658_s,pbeWithMD2AndDES_CBC
field_71659_r,pkcs_5
field_71660_q,dhKeyAgreement
field_71661_p,pkcs_3
field_71662_z,id_PBKDF2
field_71663_y,id_PBES2
field_71664_x,pbeWithSHA1AndRC2_CBC
field_71665_bw,pbewithSHAAnd40BitRC2_CBC
field_71666_bv,pbeWithSHAAnd40BitRC2_CBC
field_71667_by,id_alg_CMSRC2wrap
field_71668_bx,id_alg_CMS3DESwrap
field_71669_bs,pbeWithSHAAnd3_KeyTripleDES_CBC
field_71670_br,pbeWithSHAAnd40BitRC4
field_71671_bu,pbeWithSHAAnd128BitRC2_CBC
field_71672_bt,pbeWithSHAAnd2_KeyTripleDES_CBC
field_71673_bn,secretBag
field_71674_bo,safeContentsBag
field_71675_bp,pkcs_12PbeIds
field_71676_bq,pbeWithSHAAnd128BitRC4
field_71677_bj,keyBag
field_71678_bk,pkcs8ShroudedKeyBag
field_71679_bl,certBag
field_71680_bm,crlBag
field_71681_bf,id_spq_ets_uri
field_71682_bg,id_spq_ets_unotice
field_71683_bh,pkcs_12
field_71684_bi,bagtypes
field_71685_bb,id_aa_sigPolicyId
field_71686_bc,id_aa_commitmentType
field_71687_bd,id_aa_signerLocation
field_71688_be,id_aa_otherSigCert
field_71689_aZ,id_aa_ets_certCRLTimestamp
field_71690_aY,id_aa_ets_escTimeStamp
field_71691_aR,id_aa_ets_signerAttr
field_71692_aQ,id_aa_ets_signerLocation
field_71693_aT,id_aa_ets_contentTimestamp
field_71694_aS,id_aa_ets_otherSigCert
field_71695_aV,id_aa_ets_revocationRefs
field_71696_aU,id_aa_ets_certificateRefs
field_71697_aX,id_aa_ets_revocationValues
field_71698_aW,id_aa_ets_certValues
field_71699_aI,id_aa_contentReference
field_71700_aJ,id_aa_encrypKeyPref
field_71701_aK,id_aa_signingCertificate
field_71702_aL,id_aa_signingCertificateV2
field_71703_aM,id_aa_contentIdentifier
field_71704_aN,id_aa_signatureTimeStampToken
field_71705_aO,id_aa_ets_sigPolicyId
field_71706_aP,id_aa_ets_commitmentType
field_71707_aA,id_cti_ets_proofOfDelivery
field_71708_aB,id_cti_ets_proofOfSender
field_71709_aC,id_cti_ets_proofOfApproval
field_71710_aD,id_cti_ets_proofOfCreation
field_71711_aE,id_aa
field_71712_aF,id_aa_receiptRequest
field_71713_aG,id_aa_contentHint
field_71714_aH,id_aa_msgSigDigest
field_71715_az,id_cti_ets_proofOfReceipt
field_71716_ay,id_cti_ets_proofOfOrigin
field_71717_ba,id_aa_ets_archiveTimestamp
field_71718_at,id_ct_TSTInfo
field_71719_as,id_ct_authData
field_71720_ar,id_ct
field_71721_aq,sMIMECapabilitiesVersions
field_71722_ax,id_cti
field_71723_aw,id_ct_timestampedData
field_71724_av,id_ct_authEnvelopedData
field_71725_au,id_ct_compressedData
field_71726_ak,sdsiCertificate
field_71727_al,crlTypes
field_71728_ai,certTypes
field_71729_aj,x509Certificate
field_71730_ao,preferSignedData
field_71731_ap,canNotDecryptAny
field_71732_am,x509Crl
field_71733_an,id_alg_PWRI_KEK
field_71734_ac,pkcs_9_at_signingDescription
field_71735_ad,pkcs_9_at_extensionRequest
field_71736_aa,pkcs_9_at_unstructuredAddress
field_71737_ab,pkcs_9_at_extendedCertificateAttributes
field_71738_ag,pkcs_9_at_localKeyId
field_71739_ah,x509certType
field_71740_ae,pkcs_9_at_smimeCapabilities
field_71741_af,pkcs_9_at_friendlyName
field_71743_a,theDecitatedServer
field_71748_d,connections
field_71749_b,isListening
field_71750_c,mcServer
field_71757_g,myServerListenThread
field_71758_d,theMemoryConnection
field_71760_c,netMemoryConnection
field_71763_c,theServerListenThread
field_71771_f,myNetworkListenThread
field_71772_g,myServerAddress
field_71773_d,connectionCounter
field_71774_e,myServerSocket
field_71775_b,pendingConnections
field_71776_c,recentConnections
field_71778_h,myPort
field_71781_b,parameters
field_71782_a,iv
field_71784_a,key
field_71787_b,strength
field_71788_a,random
field_71796_f,pgpCFB
field_71797_d,cipher
field_71798_e,partialBlockOkay
field_71799_b,bufOff
field_71800_c,forEncryption
field_71801_a,buf
field_71809_f,encrypting
field_71810_d,blockSize
field_71811_e,cipher
field_71812_b,cfbV
field_71813_c,cfbOutV
field_71814_a,IV
field_71824_f,T2
field_71825_g,T3
field_71826_d,T0
field_71827_e,T1
field_71828_b,Si
field_71829_c,rcon
field_71830_a,S
field_71831_n,C0
field_71832_o,C1
field_71833_l,ROUNDS
field_71834_m,WorkingKey
field_71835_j,Tinv2
field_71836_k,Tinv3
field_71837_h,Tinv0
field_71838_i,Tinv1
field_71839_r,forEncryption
field_71840_q,C3
field_71841_p,C2
field_71844_b,strength
field_71845_a,random
field_71938_D,lavaStill
field_71939_E,sand
field_71940_F,gravel
field_71941_G,oreGold
field_71942_A,waterMoving
field_71943_B,waterStill
field_71944_C,lavaMoving
field_71945_L,sponge
field_71946_M,glass
field_71947_N,oreLapis
field_71948_O,blockLapis
field_71949_H,oreIron
field_71950_I,oreCoal
field_71951_J,wood
field_71952_K,leaves
field_71953_U,railDetector
field_71954_T,railPowered
field_71955_W,web
field_71956_V,pistonStickyBase
field_71957_Q,sandStone
field_71958_P,dispenser
field_71959_S,bed
field_71960_R,music
field_71961_Y,deadBush
field_71962_X,tallGrass
field_71963_Z,pistonBase
field_71964_f,soundGravelFootstep
field_71965_g,soundGrassFootstep
field_71966_d,soundPowderFootstep
field_71967_e,soundWoodFootstep
field_71968_b,unlocalizedName
field_71969_a,displayOnCreativeTab
field_71970_n,opaqueCubeLookup
field_71971_o,lightOpacity
field_71972_l,soundSandFootstep
field_71973_m,blocksList
field_71974_j,soundGlassFootstep
field_71975_k,soundClothFootstep
field_71976_h,soundStoneFootstep
field_71977_i,soundMetalFootstep
field_71978_w,cobblestone
field_71979_v,dirt
field_71980_u,grass
field_71981_t,stone
field_71982_s,useNeighborBrightness
field_71984_q,lightValue
field_71985_p,canBlockGrass
field_71986_z,bedrock
field_71987_y,sapling
field_71988_x,planks
field_71989_cb,blockHardness
field_71990_ca,blockID
field_71991_bz,waterlily
field_71992_bw,stairsBrick
field_71993_bv,fenceGate
field_71994_by,mycelium
field_71995_bx,stairsStoneBrick
field_71996_bs,pumpkinStem
field_71997_br,melon
field_71998_bu,vine
field_71999_bt,melonStem
field_72000_bn,mushroomCapBrown
field_72001_bo,mushroomCapRed
field_72002_bp,fenceIron
field_72003_bq,thinGlass
field_72004_bj,lockedChest
field_72005_bk,trapdoor
field_72006_bl,silverfish
field_72007_bm,stoneBrick
field_72008_bf,pumpkinLantern
field_72009_bg,cake
field_72010_bh,redstoneRepeaterIdle
field_72011_bi,redstoneRepeaterActive
field_72012_bb,netherrack
field_72013_bc,slowSand
field_72014_bd,glowStone
field_72015_be,portal
field_72016_cq,slipperiness
field_72017_co,blockParticleGravity
field_72018_cp,blockMaterial
field_72019_cm,maxZ
field_72020_cn,stepSound
field_72021_ck,maxX
field_72022_cl,maxY
field_72023_ci,minY
field_72024_cj,minZ
field_72025_cg,isBlockContainer
field_72026_ch,minX
field_72027_ce,enableStats
field_72028_cf,needsRandomTick
field_72029_cc,blockResistance
field_72030_cd,blockConstructorCalled
field_72031_aZ,fence
field_72032_aY,jukebox
field_72033_bA,netherBrick
field_72034_aR,stoneButton
field_72035_aQ,torchRedstoneActive
field_72036_aT,ice
field_72037_aS,snow
field_72038_aV,cactus
field_72039_aU,blockSnow
field_72040_aX,reed
field_72041_aW,blockClay
field_72042_aI,signWall
field_72043_aJ,lever
field_72044_aK,pressurePlateStone
field_72045_aL,doorIron
field_72046_aM,pressurePlatePlanks
field_72047_aN,oreRedstone
field_72048_aO,oreRedstoneGlowing
field_72049_aP,torchRedstoneIdle
field_72050_aA,tilledField
field_72051_aB,furnaceIdle
field_72052_aC,furnaceBurning
field_72053_aD,signPost
field_72054_aE,doorWood
field_72055_aF,ladder
field_72056_aG,rail
field_72057_aH,stairsCobblestone
field_72058_az,crops
field_72060_ay,workbench
field_72061_ba,pumpkin
field_72062_bU,tripWire
field_72063_at,stairsWoodOak
field_72064_bT,tripWireSource
field_72065_as,mobSpawner
field_72066_bS,enderChest
field_72067_ar,fire
field_72068_bR,oreEmerald
field_72069_aq,torchWood
field_72070_bY,stairsWoodJungle
field_72071_ax,blockDiamond
field_72072_bX,stairsWoodBirch
field_72073_aw,oreDiamond
field_72074_bW,stairsWoodSpruce
field_72075_av,redstoneWire
field_72076_bV,blockEmerald
field_72077_au,chest
field_72078_bL,redstoneLampIdle
field_72079_ak,stoneSingleSlab
field_72080_bM,redstoneLampActive
field_72081_al,brick
field_72082_bJ,whiteStone
field_72083_ai,blockIron
field_72084_bK,dragonEgg
field_72085_aj,stoneDoubleSlab
field_72086_bP,cocoaPlant
field_72087_ao,cobblestoneMossy
field_72088_bQ,stairsSandStone
field_72089_ap,obsidian
field_72090_bN,woodDoubleSlab
field_72091_am,tnt
field_72092_bO,woodSingleSlab
field_72093_an,bookShelf
field_72094_bD,netherStalk
field_72095_ac,pistonMoving
field_72096_bE,enchantmentTable
field_72097_ad,plantYellow
field_72098_bB,netherFence
field_72099_aa,pistonExtension
field_72100_bC,stairsNetherBrick
field_72101_ab,cloth
field_72102_bH,endPortal
field_72103_ag,mushroomRed
field_72104_bI,endPortalFrame
field_72105_ah,blockGold
field_72106_bF,brewingStand
field_72107_ae,plantRed
field_72108_bG,cauldron
field_72109_af,mushroomBrown
field_72119_a,isSticky
field_72123_a,headTexture
field_72129_b,redstoneUpdateInfoCache
field_72130_a,torchActive
field_72131_c,graphicsLevel
field_72135_b,adjacentTreeBlocks
field_72136_a,LEAF_TYPES
field_72142_a,woodType
field_72152_a,woodType
field_72155_a,silverfishStoneTypes
field_72157_b,modelBlock
field_72158_c,modelBlockMetadata
field_72163_b,canDropItself
field_72164_a,sideTextureIndex
field_72166_a,powered
field_72174_b,blocksNeedingUpdate
field_72175_a,wiresProvidePower
field_72178_a,glowing
field_72186_a,isPowered
field_72188_a,STONE_BRICK_TYPES
field_72189_a,SAND_STONE_TYPES
field_72192_a,fallInstantly
field_72194_a,triggerMobType
field_72197_a,mushroomType
field_72212_b,isOptimalFlowDirection
field_72213_c,flowCost
field_72214_a,numAdjacentSources
field_72218_a,blockType
field_72221_b,repeaterState
field_72222_c,isRepeaterPowered
field_72223_a,repeaterTorchOffset
field_72230_a,footBlockToHeadBlockMap
field_72242_a,isDoubleSlab
field_72243_a,woodType
field_72244_a,blockStepTypes
field_72245_a,localFlag
field_72257_b,abilityToCatchFire
field_72258_a,chanceToEncourageFire
field_72267_a,fruitType
field_72270_a,WOOD_TYPES
field_72275_a,bossDefeated
field_72278_b,isFreestanding
field_72279_a,signEntityClass
field_72284_a,random
field_72287_b,isActive
field_72288_c,keepFurnaceInventory
field_72289_a,furnaceRand
field_72293_a,random
field_72294_a,rand
field_72301_f,numCleans
field_72302_d,nextPoolIndex
field_72303_e,maxPoolIndex
field_72304_b,numEntriesToRemove
field_72305_c,listAABB
field_72306_a,maxNumCleans
field_72307_f,hitVec
field_72308_g,entityHit
field_72309_d,blockZ
field_72310_e,sideHit
field_72311_b,blockX
field_72312_c,blockY
field_72313_a,typeOfHit
field_72334_f,maxZ
field_72335_g,theAABBLocalPool
field_72336_d,maxX
field_72337_e,maxY
field_72338_b,minY
field_72339_c,minZ
field_72340_a,minX
field_72346_f,resetCount
field_72347_d,nextFreeSpace
field_72348_e,maximumSizeSinceLastTruncation
field_72349_b,minimumSize
field_72350_c,vec3Cache
field_72351_a,truncateArrayResetThreshold
field_72400_f,mcServer
field_72401_g,bannedPlayers
field_72402_d,viewDistance
field_72403_e,dateFormat
field_72404_b,playerEntityList
field_72405_c,maxPlayers
field_72407_n,commandsAllowedForAll
field_72408_o,playerPingIndex
field_72409_l,whiteListEnforced
field_72410_m,gameType
field_72411_j,whiteListedPlayers
field_72412_k,playerNBTManagerObj
field_72413_h,bannedIPs
field_72414_i,ops
field_72416_e,hostPlayerData
field_72422_f,whiteList
field_72423_e,opsList
field_72428_a,server
field_72447_d,myVec3LocalPool
field_72448_b,yCoord
field_72449_c,zCoord
field_72450_a,xCoord
field_72451_a,theDecitatedServer
field_72534_f,mcServer
field_72535_g,connectionTimer
field_72536_d,verifyToken
field_72537_e,rand
field_72538_b,myTCPConnection
field_72539_c,connectionComplete
field_72541_j,loginServerId
field_72542_k,sharedKey
field_72543_h,clientUsername
field_72554_f,disconnected
field_72555_g,netManager
field_72556_d,currentServerMaxPlayers
field_72557_e,rand
field_72558_b,mapStorage
field_72559_c,playerInfoList
field_72561_j,doneLoadingTerrain
field_72562_k,playerInfoMap
field_72563_h,mc
field_72564_i,worldClient
field_72571_f,currentTicks
field_72572_g,ticksForFloatKick
field_72573_d,mcServer
field_72574_e,playerEntity
field_72575_b,netManager
field_72576_c,connectionClosed
field_72578_n,creativeItemCreationSpamThresholdTally
field_72579_o,lastPosX
field_72580_l,ticksOfLastKeepAlive
field_72581_m,chatSpamThresholdCount
field_72582_j,keepAliveTimeSent
field_72583_k,randomGenerator
field_72585_i,keepAliveRandomID
field_72587_r,hasMoved
field_72588_q,lastPosZ
field_72589_p,lastPosY
field_72590_a,loginHandler
field_72595_f,requestIdAsString
field_72596_d,requestId
field_72597_e,challengeValue
field_72598_b,timestamp
field_72599_c,randomChallenge
field_72600_a,queryThread
field_72614_f,serverSocketList
field_72616_e,socketList
field_72617_b,server
field_72618_c,rconThread
field_72619_a,running
field_72629_g,lastAuthCheckTime
field_72630_n,buffer
field_72631_o,incomingPacket
field_72632_l,worldName
field_72633_m,querySocket
field_72634_j,maxPlayers
field_72635_k,serverMotd
field_72636_h,queryPort
field_72637_i,serverPort
field_72638_v,lastQueryResponseTime
field_72639_u,output
field_72640_t,time
field_72641_s,queryClients
field_72642_r,serverHostname
field_72643_q,queryHostname
field_72647_g,rconPort
field_72648_l,clientThreads
field_72649_j,serverSocket
field_72650_k,rconPassword
field_72651_h,serverPort
field_72652_i,hostname
field_72657_g,loggedIn
field_72658_j,rconPassword
field_72659_h,clientSocket
field_72660_i,buffer
field_72666_a,hexDigits
field_72673_b,output
field_72674_a,byteArrayOutput
field_72679_b,stepSoundVolume
field_72680_c,stepSoundPitch
field_72681_a,stepSoundName
field_72696_f,xzDirectionsConst
field_72697_d,chunkWatcherWithPlayers
field_72698_e,playerViewRadius
field_72699_b,players
field_72700_c,playerInstances
field_72701_a,theWorldServer
field_72737_D,maxBlockZ
field_72738_E,damagedBlocks
field_72739_F,renderDistance
field_72740_G,renderEntitiesStartupCounter
field_72741_A,minBlockZ
field_72742_B,maxBlockX
field_72743_C,maxBlockY
field_72744_L,renderersBeingClipped
field_72745_M,renderersBeingOccluded
field_72746_N,renderersBeingRendered
field_72747_O,renderersSkippingRenderPass
field_72748_H,countEntitiesTotal
field_72749_I,countEntitiesRendered
field_72750_J,countEntitiesHidden
field_72751_K,renderersLoaded
field_72752_Q,worldRenderersCheckIndex
field_72753_P,dummyRenderInt
field_72754_S,allRenderLists
field_72755_R,glRenderLists
field_72756_f,prevSortZ
field_72757_g,frustumCheckOffset
field_72758_d,prevSortX
field_72759_e,prevSortY
field_72760_b,dummyBuf50k
field_72761_c,occlusionResult
field_72762_a,tileEntities
field_72763_n,renderChunksTall
field_72764_o,renderChunksDeep
field_72765_l,worldRenderers
field_72766_m,renderChunksWide
field_72767_j,worldRenderersToUpdate
field_72768_k,sortedWorldRenderers
field_72769_h,theWorld
field_72770_i,renderEngine
field_72771_w,glSkyList
field_72772_v,starGLCallList
field_72773_u,cloudTickCounter
field_72774_t,occlusionEnabled
field_72775_s,glOcclusionQueryBase
field_72776_r,globalRenderBlocks
field_72777_q,mc
field_72778_p,glRenderListBase
field_72779_z,minBlockY
field_72780_y,minBlockX
field_72781_x,glSkyList2
field_72782_b,theWorldServer
field_72783_a,mcServer
field_72792_d,entityViewDistance
field_72793_b,trackedEntities
field_72794_c,trackedEntityIDs
field_72795_a,theWorld
field_72814_d,hasExtendedLevels
field_72815_e,worldObj
field_72816_b,chunkZ
field_72817_c,chunkArray
field_72818_a,chunkX
field_72982_D,villageCollectionObj
field_72983_E,villageSiegeObj
field_72984_F,theProfiler
field_72985_G,spawnHostileMobs
field_72986_A,worldInfo
field_72987_B,findingSpawnPoint
field_72988_C,mapStorage
field_72989_L,scanningTileEntities
field_72990_M,ambientTickCountdown
field_72992_H,spawnPeacefulMobs
field_72993_I,activeChunkSet
field_72994_J,lightUpdateBlockList
field_72995_K,isRemote
field_72996_f,loadedEntityList
field_72997_g,unloadedEntityList
field_72998_d,collidingBoundingBoxes
field_72999_e,scheduledUpdatesAreImmediate
field_73000_b,entityRemoval
field_73001_c,cloudColour
field_73002_a,addedTileEntityList
field_73003_n,prevRainingStrength
field_73004_o,rainingStrength
field_73005_l,updateLCG
field_73006_m,DIST_HASH_MAGIC
field_73007_j,weatherEffects
field_73008_k,skylightSubtracted
field_73009_h,loadedTileEntityList
field_73010_i,playerEntities
field_73011_w,provider
field_73012_v,rand
field_73013_u,difficultySetting
field_73016_r,lastLightningBolt
field_73017_q,thunderingStrength
field_73018_p,prevThunderingStrength
field_73019_z,saveHandler
field_73020_y,chunkProvider
field_73021_x,worldAccesses
field_73032_d,entityList
field_73033_b,clientChunkProvider
field_73034_c,entityHashSet
field_73035_a,sendQueue
field_73036_L,entitySpawnQueue
field_73037_M,mc
field_73038_N,previousActiveChunkSet
field_73058_d,canNotSave
field_73059_b,theChunkProviderServer
field_73061_a,mcServer
field_73062_L,theEntityTracker
field_73063_M,thePlayerManager
field_73065_O,pendingTickListEntries
